ID,ORIG_FID,ORIG_LEN,fclass,name,lon,lat,LST,NDVI,GVI_Mean
926,1571,100.0,secondary,Sembawang Link,103.82142182,1.44207757,29.2129327229,0.243971148,
927,240,100.0,residential,Yishun Street 22,103.83626935,1.43866112,29.2341302236,0.691685055,0.5545458984375
928,1579,200.0,primary,Gambas Avenue,103.81972852,1.43974411,29.330050196,0.441658742,0.125821533203125
929,2596,50.0,residential,Jalan Sajak,103.82905542,1.43883695,29.4203254993,0.472793304,0.293779296875
930,627,250.0,primary,Sembawang Avenue,103.8189123,1.44172105,29.42976218,0.327732436,0.3129827880859375
931,1886,350.0,residential,Canberra View,103.83346519,1.44399094,29.4328038352,0.655777442,0.6427105712890625
932,1579,250.0,primary,Gambas Avenue,103.82008905,1.43947426,29.4343085656,0.485776555,0.210478515625
933,2447,300.0,primary,Yishun Avenue 2,103.83239426,1.43929902,29.484596986,0.599715886,0.586102294921875
934,703,950.0,primary,Gambas Avenue,103.81952265,1.43977329,29.5109296279,0.190742453,0.09793823242187501
935,2338,100.0,tertiary,Gambas Crescent,103.81616902,1.4434857,29.5243547985,0.496052214,0.37231140136718754
936,115,50.0,residential,Yishun Industrial Park A,103.83512054,1.43967051,29.555614298,0.369376407,0.3252783203125
937,703,900.0,primary,Gambas Avenue,103.81988439,1.43950509,29.5623612837,0.185709905,0.1735113525390625
938,2499,150.0,residential,Jalan Sajak,103.82891861,1.43838227,29.5675195966,0.491732488,0.38465393066406245
939,1208,50.0,residential,Yishun Industrial Park A,103.83197231,1.44224562,29.6500571115,0.521030098,0.43598205566406245
940,262,50.0,primary,Sembawang Avenue,103.81873338,1.4417966,29.6556248298,0.316871684,0.258267822265625
941,2335,50.0,residential,Jalan Jeruju,103.82553536,1.44156634,29.663414695,0.326031856,0.3162200927734375
942,1579,150.0,primary,Gambas Avenue,103.819368,1.44001395,29.672652517,0.324820885,0.0840185546875
943,745,50.0,residential,Sembawang Crescent,103.81739379,1.44446812,29.716751272,0.263641364,0.3086865234375
944,1886,300.0,residential,Canberra View,103.83308388,1.44375177,29.7399015427,0.708174104,0.6505493164062499
945,1999,250.0,primary,Yishun Avenue 2,103.83152839,1.44045916,29.7449481671,0.415284492,0.3527532958984375
946,1571,50.0,secondary,Sembawang Link,103.82124401,1.44249283,29.773734873,0.224185866,
947,1045,100.0,residential,Jalan Serengam,103.82559604,1.4416844,29.8798772372,0.296661079,0.31072998046875
948,549,100.0,primary,Yishun Avenue 7,103.83180576,1.43776281,29.8852638832,0.422917701,0.45439880371093744
949,242,250.0,primary,Yishun Avenue 7,103.83376928,1.43857954,29.8911548028,0.384316519,0.32486816406249996
950,151,100.0,primary,Gambas Avenue,103.81704574,1.44150525,29.9174766541,0.088621351,0.0968731689453125
951,213,50.0,residential,Yishun Industrial Park A,103.83500353,1.4397713,29.9190502167,0.365055079,0.287745361328125
952,1204,50.0,residential,Sembawang Crescent,103.81908901,1.44433794,29.9545000394,0.311388647,0.24735473632812502
953,1177,100.0,secondary,Sembawang Link,103.82113894,1.4425308,29.9644542422,0.18358352,
954,703,1000.0,primary,Gambas Avenue,103.81916092,1.44004149,29.9825947501,0.141747203,0.093955078125
955,1579,300.0,primary,Gambas Avenue,103.82044957,1.43920441,29.997563142,0.289760252,0.143831787109375
956,1249,50.0,residential,Sembawang Vista,103.82077415,1.4471385,30.0067498134,0.380562285,0.2868292236328125
957,1921,50.0,residential,Jalan Jeruju,103.82505023,1.44138358,30.030856405,0.271548623,0.33651611328125
958,1886,400.0,residential,Canberra View,103.8338465,1.4442301,30.0442729677,0.658188603,0.6468743896484375
959,703,850.0,primary,Gambas Avenue,103.82024612,1.43923689,30.0504706701,0.17752471,0.1996002197265625
960,1963,100.0,tertiary,Gambas Crescent,103.81791624,1.44267506,30.0522441864,0.517669886,0.3862799072265625
961,592,50.0,secondary,Sembawang Drive,103.82037318,1.44436589,30.1049825228,0.396631588,0.4095635986328125
962,1845,50.0,residential,Canberra Drive,103.83053402,1.43786857,30.1061003758,0.40103431,0.3115234375
